transcript_id	miracidia	sporocyst_48h	cercariae	somule_3h	somule_24h	adult_m_21d	adult_f_21d	adult_m_28d	adult_f_28d	adult_m_38d	adult_f_38d
Smp_176950.1	0.11	0.14	0.18	0.61	2.32	1.83	2.72	2.24	3.35	0.18	2.50
Smp_176960.1	24.09	24.34	18.81	21.64	49.18	56.16	49.21	36.08	38.50	27.37	43.15
Smp_176960.2	2.00	1.19	0.72	0.33	1.50	2.41	1.53	3.72	3.20	1.22	2.64
Smp_176980.1	0.05	0.00	13.34	3.42	0.13	0.29	0.34	0.48	0.35	0.17	0.23
Smp_177010.1	0.23	0.14	0.25	0.00	1.22	13.29	12.23	11.11	11.60	5.31	13.58
Smp_177020.1	0.02	0.01	0.40	2.45	0.21	0.01	0.01	0.01	0.00	0.00	0.00
Smp_177020.2	0.90	0.71	17.56	21.47	30.46	8.52	8.71	7.96	8.97	1.46	7.98
Smp_177040.1	9.21	21.35	30.30	55.66	113.38	60.06	48.18	45.41	52.01	20.65	47.92
Smp_177060.1	6.16	4.50	15.86	20.50	23.51	10.64	9.07	8.44	8.09	1.36	6.78
Smp_177060.2	1.95	2.03	4.34	60.18	107.27	54.00	55.51	49.68	53.13	29.70	58.41
Smp_177080.1	15.02	10.84	19.48	41.63	33.46	27.82	27.44	27.40	28.17	20.58	24.19
Smp_177100.1	0.00	0.00	0.59	1.79	0.54	0.14	0.06	0.14	0.11	0.33	0.03
Smp_177120.1	5.23	5.79	6.56	9.09	18.56	27.93	26.71	22.89	24.42	7.92	22.94
Smp_177180.1	6.48	3.73	0.57	0.84	1.11	1.95	2.91	2.48	2.99	1.28	4.65
Smp_177180.2	3.31	3.75	0.37	0.94	1.88	2.17	2.17	1.05	1.52	0.73	1.45
Smp_177180.3	4.91	3.73	10.72	3.84	1.79	6.62	6.61	7.08	7.42	4.35	7.27
Smp_177180.4	0.16	0.08	2.36	13.09	6.34	5.74	5.49	4.96	4.07	3.20	3.69
Smp_177290.1	0.42	0.57	2.53	21.06	16.42	21.56	33.30	19.25	24.61	17.21	23.54
Smp_177720.1	0.07	0.00	0.00	0.08	0.30	0.03	0.13	0.07	0.08	0.03	0.13
Smp_177780.1	0.08	0.21	0.10	0.00	3.54	1.15	2.87	1.51	1.83	0.15	1.74
Smp_177790.1	6.54	7.73	6.80	10.40	14.39	25.13	30.96	19.41	26.43	7.95	28.88
Smp_177790.2	0.09	0.16	0.64	1.30	0.77	1.49	2.75	1.30	1.58	0.31	2.26
Smp_178170.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_178230.1	2.46	0.77	2.60	1.31	2.08	7.29	6.07	3.93	4.25	1.21	4.53
Smp_178300.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_178360.1	1.58	2.19	3.73	6.24	12.25	4.75	3.78	4.49	3.57	1.53	3.37
Smp_178410.1	32.95	26.07	101.06	111.57	138.80	78.50	75.52	71.59	67.77	44.12	61.82
Smp_178420.1	0.00	0.00	0.00	0.09	0.13	4.62	5.11	1.46	1.30	0.66	1.62
Smp_178490.1	3.04	8.11	7.39	6.94	15.65	21.36	17.62	19.00	17.66	15.09	18.87
Smp_178490.2	0.66	1.03	1.23	1.53	2.91	3.02	2.17	1.70	1.43	0.85	1.44
Smp_178700.1	11.51	12.01	13.17	22.69	38.63	36.15	30.54	29.62	26.70	22.89	24.13
Smp_178710.1	0.00	0.00	0.00	0.00	0.00	0.76	0.27	0.00	0.21	0.00	0.16
Smp_178710.2	3.34	3.85	9.74	4.77	11.06	16.13	11.99	16.84	10.90	7.21	7.95
Smp_178710.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_178740.1	123.87	139.48	47.95	28.60	45.18	54.89	46.85	35.54	35.14	19.47	30.61
Smp_178740.2	1.79	2.08	2.30	2.11	6.70	6.01	3.87	3.48	4.27	0.24	1.62
Smp_178750.1	15.87	21.34	12.56	21.18	28.86	18.76	22.55	14.73	16.08	5.67	20.94
Smp_178750.2	114.63	138.40	55.36	41.51	46.83	50.49	61.46	50.96	66.53	29.00	63.79
Smp_178750.3	0.24	0.46	0.33	0.46	0.34	1.68	1.35	2.81	3.68	0.03	0.82
Smp_178760.1	2.25	2.39	6.30	3.48	4.30	1.16	1.18	0.76	0.71	0.16	0.89
Smp_178780.1	0.08	0.05	0.11	0.48	1.40	0.53	0.10	0.42	0.11	0.17	0.04
Smp_178810.1	5.03	6.39	7.41	9.51	16.40	23.92	22.70	19.17	19.35	13.90	18.34
Smp_178850.1	18.03	26.65	51.29	69.93	75.56	54.54	44.39	38.40	36.43	15.17	31.34
Smp_178990.1	0.89	0.84	7.72	24.04	19.38	8.33	7.60	7.34	7.37	0.87	4.49
Smp_178990.2	1.17	0.72	4.81	21.43	10.33	7.30	7.46	6.38	7.65	3.17	7.83
Smp_179000.1	331.66	181.30	132.88	163.08	138.92	100.26	84.20	63.22	58.25	42.21	71.39
Smp_179010.1	91.62	141.52	29.95	40.53	79.35	55.30	43.91	40.35	34.08	41.99	29.99
Smp_179010.2	0.57	0.67	0.54	2.53	2.46	1.83	0.95	0.63	0.45	0.97	0.43
Smp_179010.3	1.82	4.30	1.43	1.47	7.09	1.22	3.05	2.44	2.80	1.16	0.92
Smp_179070.1	62.93	56.20	72.72	62.57	121.62	73.18	62.10	66.39	71.44	26.00	92.25
Smp_179070.2	30.20	38.62	37.72	26.60	27.98	15.26	15.17	21.75	23.92	4.87	14.20
Smp_179080.1	5.81	5.21	7.66	6.05	6.00	11.17	9.67	7.28	7.76	5.24	6.98
Smp_179110.1	1.00	1.68	11.33	4.79	1.81	0.23	0.28	0.19	0.27	0.06	0.15
Smp_179110.2	0.07	0.40	1.21	3.98	0.59	0.14	0.72	0.66	0.91	0.24	1.04
Smp_179110.3	2.51	0.04	31.54	24.85	11.39	1.09	1.27	1.12	0.99	0.91	1.17
Smp_179110.4	0.00	0.00	2.51	6.60	3.75	0.38	0.29	0.33	0.22	0.28	0.27
Smp_179130.1	5.74	3.09	11.07	13.07	23.00	14.05	11.95	9.42	9.28	6.76	8.60
Smp_179180.1	2474.78	2596.81	320.10	485.78	975.63	723.60	580.40	583.20	464.22	864.40	372.52
Smp_179200.1	5.24	2.69	4.11	2.81	0.10	2.40	1.44	5.61	2.50	5.99	0.63
Smp_179250.1	160.09	54.68	0.10	0.05	0.04	0.01	0.06	0.00	0.00	0.02	0.00
Smp_179270.1	547.46	361.36	374.62	367.81	338.28	247.80	201.82	167.43	146.30	120.23	152.98
Smp_179290.1	3.97	5.82	15.79	30.66	42.92	17.95	15.57	13.49	13.24	3.04	9.55
Smp_179290.2	0.00	0.00	0.65	0.00	0.10	0.31	0.17	0.11	0.16	0.00	0.10
Smp_179300.1	7280.58	6323.28	3725.41	3666.10	571.53	1719.02	1328.11	1319.64	1297.83	1263.88	1163.45
Smp_179320.1	164.25	379.42	11.21	2.52	21.19	148.96	77.72	85.92	52.71	60.55	21.95
Smp_179320.2	314.41	618.25	41.90	18.40	21.32	17.70	19.24	33.46	8.16	40.46	11.07
Smp_179350.1	14.49	7.23	105.08	143.93	140.57	14.29	10.10	12.95	11.79	2.96	8.13
Smp_179360.1	14.33	19.35	35.55	56.54	240.51	97.33	97.51	94.93	110.74	16.16	94.73
Smp_179380.1	6.98	12.89	41.85	21.45	26.31	24.95	28.27	19.36	20.69	27.06	29.21
Smp_179390.1	89.73	127.64	0.00	0.00	0.00	0.00	0.00	0.00	0.27	0.00	0.00
Smp_179400.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_179440.1	0.00	0.00	0.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_179460.1	1038.34	754.70	3955.24	1192.43	207.44	1412.40	1971.89	1431.23	1904.60	759.81	1748.81
Smp_179490.1	0.31	0.95	0.77	8.66	30.35	36.34	45.71	44.85	55.31	8.48	54.50
Smp_179490.2	0.00	0.00	0.00	0.00	0.43	0.04	0.07	0.06	0.07	0.01	0.04
Smp_179490.3	0.01	0.02	0.47	0.53	0.09	0.35	0.16	0.43	0.30	0.14	0.23
Smp_179560.1	1.53	0.92	1.87	12.23	43.33	21.75	20.57	20.92	19.27	10.06	17.57
Smp_179560.2	4.28	1.77	5.06	13.61	40.01	29.65	28.03	18.65	20.64	8.90	19.16
Smp_179560.3	1.64	0.33	2.60	3.17	6.17	6.32	5.15	4.58	4.62	1.11	3.81
Smp_179560.4	0.84	0.54	2.64	2.13	0.95	0.52	0.76	0.34	0.24	0.05	0.45
Smp_179580.1	0.00	0.00	0.00	1.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_179590.1	1.80	1.68	23.24	56.57	59.88	30.23	27.45	23.88	29.41	5.99	39.33
Smp_179590.2	1.71	2.01	0.60	1.46	0.33	7.07	3.06	13.40	12.78	0.88	2.45
Smp_179600.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.56	0.59	5.07	0.10
Smp_179610.1	378.24	224.76	107.68	151.42	335.17	196.60	213.15	228.40	233.59	155.22	247.69
Smp_179620.1	1.09	0.56	3.36	1.49	2.36	5.51	6.18	4.51	5.23	1.39	5.70
Smp_179650.1	1278.23	1786.54	1532.09	747.59	364.77	617.31	499.89	387.48	373.56	337.93	382.24
Smp_179650.2	186.58	180.21	143.76	98.75	67.74	90.87	84.72	53.10	51.67	55.91	61.97
Smp_179660.1	8.00	12.91	27.29	141.47	91.36	86.77	73.00	77.62	80.40	23.94	74.95
Smp_179710.1	29.85	58.17	1.18	2.86	2.70	10.59	6.74	15.30	6.31	35.01	2.16
Smp_179720.1	36.72	30.75	71.98	111.11	74.12	38.42	47.22	40.91	48.86	9.15	41.76
Smp_179720.2	2.14	2.33	5.65	13.04	11.26	4.43	3.98	6.12	6.58	1.38	2.46
Smp_179720.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.15	0.00
Smp_179740.1	0.36	0.50	0.86	11.05	71.74	12.02	9.65	6.26	6.27	2.75	4.26
Smp_179740.2	0.06	0.28	2.17	2.24	13.45	1.32	1.40	0.86	0.68	0.26	0.52
Smp_179740.3	0.00	0.00	0.00	0.00	1.53	0.00	0.22	0.00	0.00	0.47	0.00
Smp_179810.1	24.52	23.28	131.08	110.90	30.28	212.24	303.70	425.03	636.50	60.85	895.37
Smp_179810.2	71.53	78.54	175.33	92.76	296.11	319.48	432.07	352.49	429.21	59.54	382.54
Smp_179890.1	14.95	7.93	16.81	22.78	22.99	8.89	10.92	7.55	9.06	2.93	10.77
Smp_179910.1	87.40	122.99	72.73	214.15	192.84	157.40	158.38	135.43	152.99	72.54	165.28
Smp_179910.2	1.33	1.93	1.05	6.73	11.04	16.09	15.63	13.88	15.40	11.64	14.02
Smp_179930.1	1.07	1.79	2.75	3.28	3.17	3.73	2.84	3.36	2.94	1.60	2.24
Smp_179930.2	0.13	0.00	1.94	4.76	6.98	2.20	2.98	2.55	3.46	0.60	3.90
Smp_179930.3	0.00	0.00	0.07	0.00	0.03	0.05	0.00	0.08	0.03	0.04	0.12
Smp_179930.4	2.60	3.15	5.04	0.17	0.07	6.86	6.30	6.49	7.23	0.65	8.05
Smp_179940.1	0.02	0.01	0.31	0.17	1.57	0.49	0.27	0.22	0.23	0.00	0.05
Smp_179940.2	0.35	0.09	0.34	0.72	3.86	1.38	0.99	0.87	0.78	0.06	0.21
Smp_179940.3	0.00	0.00	0.84	0.00	1.52	3.11	2.93	1.69	1.59	0.17	1.24
Smp_179950.1	0.00	0.00	0.55	1.94	2.44	3.35	1.88	1.21	1.82	7.81	0.72
Smp_179960.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_179970.1	216.17	326.56	0.84	1.46	0.24	1.47	1.53	1.26	0.95	0.79	1.47
Smp_180000.1	7206.20	7484.50	1561.75	1942.80	2077.79	2755.87	3422.19	2513.94	2852.49	2588.71	2712.13
Smp_180020.1	1.14	2.38	3.53	7.60	28.10	16.69	15.12	10.47	10.30	2.91	6.78
Smp_180030.1	0.21	0.00	0.00	0.04	0.00	0.04	0.02	0.00	0.00	0.00	0.04
Smp_180040.1	61.62	42.28	57.86	61.26	123.48	111.26	100.03	84.54	89.55	56.02	109.96
Smp_180040.2	4.20	3.45	5.96	11.17	13.19	6.97	6.96	6.29	6.63	1.25	4.41
Smp_180040.3	1.48	1.04	1.79	1.37	2.78	3.76	3.81	2.32	2.08	0.71	2.01
Smp_180060.1	87.18	90.35	57.80	72.09	71.56	74.35	105.30	76.41	104.54	29.31	111.00
Smp_180070.1	0.98	0.82	2.55	32.56	34.10	15.09	20.96	14.05	18.89	19.80	28.33
Smp_180070.2	4.18	7.65	16.42	62.45	47.65	21.03	24.26	17.82	21.23	4.15	17.55
Smp_180070.3	17.21	25.14	23.95	12.87	7.07	3.13	4.54	1.54	0.90	0.00	1.56
Smp_180140.1	0.06	0.03	0.21	1.74	0.28	0.05	0.09	0.07	0.25	0.04	0.17
Smp_180150.1	9.68	6.69	70.84	57.76	62.95	16.15	14.29	13.46	14.08	4.02	15.02
Smp_180150.2	0.76	0.59	19.64	10.66	14.16	7.99	6.46	7.80	8.34	0.41	2.80
Smp_180160.1	8.37	5.98	24.33	53.13	57.26	50.25	44.39	51.69	49.48	22.38	48.69
Smp_180160.2	0.14	1.63	0.62	0.15	0.39	0.23	0.13	0.14	0.17	0.15	0.07
Smp_180170.1	264.42	230.44	177.86	294.75	226.56	235.46	233.30	159.24	166.37	121.23	184.78
Smp_180180.1	12.41	23.60	30.92	17.92	59.65	41.10	55.26	33.96	41.70	14.10	42.95
Smp_180190.1	0.63	0.16	0.00	1.66	0.60	3.50	2.43	1.48	3.49	0.74	1.60
Smp_180190.2	3.62	6.21	1.00	2.18	10.67	17.08	19.00	12.02	11.24	6.22	10.31
Smp_180200.1	0.03	0.08	0.07	1.54	0.62	0.14	0.16	0.08	0.15	0.01	0.10
Smp_180200.2	5.10	4.39	24.05	35.92	57.82	28.25	24.34	24.28	23.41	2.93	13.80
Smp_180200.3	0.16	0.14	1.70	10.33	3.55	19.04	17.40	17.09	18.65	18.75	32.10
Smp_180240.1	3.96	2.80	14.22	25.89	43.14	74.13	136.75	104.17	151.29	7.07	125.64
Smp_180260.1	0.10	0.00	0.02	0.00	0.00	0.05	0.15	0.03	0.03	0.00	0.03
Smp_180310.1	1.77	0.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_180320.1	0.00	0.00	0.00	0.00	0.00	0.22	0.29	0.00	0.12	0.30	0.00
Smp_180320.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_180330.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00
Smp_180340.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_180350.1	0.03	0.00	0.02	0.03	0.03	0.03	0.02	0.02	0.02	0.00	0.02
Smp_180350.2	0.13	0.04	0.39	0.13	0.26	1.30	1.86	1.14	1.49	0.11	1.70
Smp_180360.1	30.42	45.68	71.16	62.01	67.47	83.39	78.32	63.49	69.64	38.28	76.04
Smp_180370.1	103.54	104.11	86.76	124.94	123.39	79.37	68.31	55.56	53.54	33.21	53.26
Smp_180380.1	8.42	10.16	19.82	24.53	40.81	30.45	20.90	22.63	22.22	17.73	19.74
Smp_180390.1	0.04	0.06	0.00	0.00	0.00	0.21	0.17	0.32	0.22	0.15	0.00
Smp_180390.2	2.29	3.16	2.59	3.20	4.86	11.49	10.06	9.67	10.05	6.45	8.92
Smp_180390.3	2.29	3.16	2.59	3.20	4.86	11.49	10.06	9.67	10.05	6.45	8.92
Smp_180400.1	9.94	21.95	15.23	37.85	51.58	28.95	23.68	21.16	20.93	6.77	16.25
Smp_180430.1	13.62	1.55	8.49	5.36	2.48	28.28	22.91	15.86	18.27	7.78	16.49
Smp_180430.2	0.54	0.14	4.96	0.59	2.77	9.34	8.83	7.41	7.72	1.23	7.40
Smp_180470.1	14.28	14.67	25.46	36.03	74.30	48.42	44.98	41.87	45.58	12.79	43.08
Smp_180470.2	5.23	3.38	9.79	25.42	29.26	20.08	24.40	19.03	22.91	7.90	22.62
Smp_180470.3	7.16	3.38	10.16	42.14	14.41	1.28	1.66	4.76	0.64	8.40	0.43
Smp_180480.1	16.21	22.51	10.56	16.06	20.21	30.12	29.60	24.42	23.99	20.23	24.47
Smp_180500.1	0.17	0.00	0.69	0.00	0.00	13.95	12.51	11.64	12.54	2.57	14.03
Smp_180500.2	0.31	0.02	0.94	1.63	1.45	5.63	4.31	4.80	5.08	1.98	7.39
Smp_180500.3	0.89	0.63	1.35	1.98	2.85	3.09	2.45	3.04	2.48	0.44	1.76
Smp_180500.4	0.30	0.17	2.11	0.89	1.08	0.97	0.94	1.12	0.83	0.10	0.39
Smp_180520.1	5.60	6.80	26.44	48.47	119.77	67.25	68.81	64.05	65.25	27.79	58.06
Smp_180520.2	0.79	2.15	5.41	2.07	1.47	0.69	0.41	0.47	0.45	0.08	0.23
Smp_180520.3	1.13	2.08	9.41	5.96	9.32	3.58	2.95	2.36	2.14	0.44	1.43
Smp_180540.1	6.31	5.05	27.30	34.63	36.30	22.07	22.96	17.61	18.46	8.74	21.65
Smp_180570.1	0.58	0.72	3.58	9.55	5.12	3.24	3.30	2.85	3.33	0.51	3.38
Smp_180580.1	0.94	1.02	1.66	1.30	9.74	31.79	29.31	20.01	22.53	6.77	19.47
Smp_180590.1	0.21	0.51	0.73	0.26	1.07	3.19	2.31	2.20	2.63	0.64	1.71
Smp_180620.1	22.16	2.74	3.08	5.70	425.26	68.51	107.86	93.19	151.00	30.05	119.37
Smp_180660.1	0.41	0.04	0.24	1.83	0.46	1.46	0.48	3.83	0.89	3.74	0.09
Smp_180680.1	0.20	0.32	2.10	0.59	1.78	4.16	6.22	6.40	6.11	3.27	5.58
Smp_180690.1	1.15	2.38	22.59	17.87	8.32	13.25	13.96	11.01	15.28	1.01	8.08
Smp_180740.1	23.03	6.65	44.33	44.16	36.07	16.46	15.08	15.16	17.11	5.39	21.88
Smp_180780.1	0.38	0.26	0.02	0.17	0.04	0.61	1.13	0.19	0.25	0.00	0.13
Smp_180780.2	0.00	0.00	2.48	3.54	3.01	0.99	0.00	0.43	0.45	0.13	0.22
Smp_180780.3	10.20	7.59	0.02	0.00	0.00	0.67	0.82	0.02	0.00	0.00	0.43
Smp_180790.1	2.42	2.39	5.09	21.64	32.09	13.68	13.99	15.38	13.62	7.90	11.98
Smp_180790.2	0.47	0.37	0.92	1.48	1.09	1.07	0.73	0.64	0.70	0.24	0.37
Smp_180800.1	2.12	3.97	3.56	3.20	3.73	5.61	5.62	6.06	4.44	9.77	3.59
Smp_180810.1	5.25	12.22	79.89	121.14	88.75	104.45	112.86	93.19	121.20	12.68	85.02
Smp_180890.1	0.20	0.75	0.48	6.52	14.26	30.37	25.90	11.99	11.55	2.06	16.31
Smp_180900.1	0.82	0.39	6.20	23.74	23.62	8.03	7.26	7.27	6.96	2.95	6.28
Smp_180900.2	1.45	1.06	5.56	4.31	10.21	3.07	2.96	2.16	2.12	0.12	1.51
Smp_180900.3	1.05	0.42	2.98	9.14	3.74	0.82	0.65	1.19	0.58	0.05	0.05
Smp_180910.1	36.04	28.30	60.96	96.87	123.35	32.80	26.33	23.06	20.95	7.62	16.64
Smp_180910.2	2.34	2.84	2.91	3.54	10.65	2.45	2.93	0.47	0.96	0.00	0.92
Smp_181000.1	5.90	3.91	25.76	32.70	72.89	32.30	30.56	26.82	29.63	23.75	34.66
Smp_181000.2	0.48	0.51	4.10	18.75	15.32	15.05	16.65	6.29	5.45	1.89	7.86
Smp_181000.3	0.41	0.00	1.85	5.17	1.35	4.05	3.65	6.23	5.56	1.49	3.75
Smp_181040.1	0.77	0.38	3.27	3.53	4.98	7.28	5.59	4.27	3.77	1.89	3.92
Smp_181050.1	22.09	73.67	26.53	73.97	110.91	101.87	97.62	101.39	100.09	39.38	78.76
Smp_181060.1	0.00	0.00	1.74	7.77	13.26	58.08	37.12	80.52	85.45	118.61	111.37
Smp_181070.1	0.00	0.00	5.07	4.65	2.28	345.90	157.31	445.85	392.55	758.08	466.65
Smp_181080.1	0.02	0.05	0.89	1.34	1.01	0.74	0.72	0.44	0.46	0.01	0.22
Smp_181080.2	1.89	4.30	22.31	98.67	127.20	47.27	39.40	27.94	26.28	4.73	19.84
Smp_181090.1	33.57	10.34	10.65	14.68	13.47	16.65	15.25	13.71	10.83	12.73	10.99
Smp_181090.2	2.55	1.35	8.14	13.78	20.88	16.14	13.97	13.89	16.20	1.77	9.10
Smp_181120.1	18.68	13.11	25.58	4.72	7.55	4.41	4.03	4.16	4.74	0.14	1.97
Smp_181120.2	35.29	17.92	27.79	62.08	138.73	59.05	54.43	43.43	42.45	24.22	48.69
Smp_181120.3	1.68	1.74	1.70	1.98	1.88	2.26	1.87	2.18	2.18	1.25	1.57
Smp_181130.1	1.70	1.84	8.21	7.72	12.22	14.08	13.44	11.07	11.44	6.80	12.30
Smp_181150.1	0.24	0.10	0.86	9.44	22.56	10.99	7.82	4.78	4.41	1.81	6.19
Smp_181150.2	4.19	1.79	17.53	9.67	27.30	11.48	8.70	7.02	6.89	0.67	3.07
Smp_181150.3	1.29	0.61	6.44	7.28	26.50	20.03	16.29	13.35	13.58	1.90	8.61
Smp_181160.1	0.05	0.00	0.00	0.23	2.13	2.67	2.28	1.47	1.25	0.57	1.05
Smp_181160.2	0.04	0.03	2.04	0.92	0.50	0.16	0.14	0.17	0.22	0.05	0.12
Smp_181170.1	14.52	12.10	33.24	34.90	50.82	28.13	29.86	26.74	29.20	6.37	26.79
Smp_181180.1	0.00	0.00	0.58	0.17	1.16	2.93	1.68	1.99	1.94	0.09	0.94
Smp_181180.2	1.55	0.17	2.25	0.37	1.14	5.72	5.45	4.27	4.46	1.61	4.45
Smp_181230.1	1.10	0.44	2.15	5.57	12.27	2.34	2.00	2.26	2.37	0.66	1.85
Smp_181240.1	4.20	3.63	12.77	33.37	70.15	29.57	31.42	26.41	26.67	10.38	28.33
Smp_181250.1	0.26	0.11	0.22	0.11	0.94	1.36	1.92	1.61	1.95	0.10	1.68
Smp_181270.1	14.31	8.28	19.28	12.95	13.18	20.99	15.69	13.32	13.55	1.45	10.08
Smp_181270.2	4.54	1.28	4.49	5.14	3.66	8.47	7.48	5.48	5.55	1.71	6.03
Smp_181270.3	0.78	0.54	11.52	5.66	4.97	1.72	1.39	0.91	1.16	0.16	0.85
Smp_181290.1	26.45	33.03	26.93	57.32	69.34	54.36	51.50	45.74	43.33	35.99	41.61
Smp_181390.1	0.03	0.04	0.58	0.57	1.73	7.89	3.10	23.97	6.34	32.07	2.29
Smp_181410.1	91.09	73.16	22.14	21.36	104.04	219.20	156.17	160.32	104.42	256.78	76.36
Smp_181440.1	1.70	0.61	2.55	2.31	4.11	9.81	8.66	6.02	6.13	2.54	5.80
Smp_181440.2	0.07	0.06	0.29	0.13	0.28	0.29	0.22	0.20	0.25	0.03	0.03
Smp_181440.3	0.44	0.00	0.10	0.19	2.48	0.47	0.76	0.00	0.00	0.00	0.17
Smp_181440.4	0.55	0.53	1.42	0.00	0.69	2.16	0.97	1.46	1.53	0.37	0.70
Smp_181440.5	0.36	0.27	1.47	0.66	2.70	5.99	4.83	4.65	4.69	1.39	3.87
Smp_181450.1	6.35	5.69	8.02	2.85	8.64	19.30	16.06	11.16	11.30	3.53	12.42
Smp_181460.1	8.30	11.88	32.23	20.28	37.28	26.07	20.56	19.23	18.60	10.82	17.72
Smp_181470.1	55.70	16.47	322.88	754.26	513.47	30.81	34.17	53.55	37.77	81.57	48.66
Smp_181480.1	12.85	12.72	27.21	68.04	63.34	48.16	40.13	32.71	31.91	19.89	31.50
Smp_181490.1	0.13	0.07	2.52	4.43	6.00	4.99	6.33	3.11	4.35	0.56	3.91
Smp_181490.2	0.75	1.16	16.32	18.04	17.53	10.66	12.74	13.87	18.21	2.24	18.81
Smp_181720.1	11.13	16.03	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_181730.1	1.97	14.60	16.84	0.00	0.00	0.00	0.00	0.00	0.64	0.00	0.72
Smp_181870.1	1.21	1.62	0.23	0.21	1.15	2.96	1.70	2.35	1.30	1.62	0.74
Smp_182090.1	36.45	13.50	0.00	0.42	0.00	0.69	0.47	0.53	0.33	0.00	0.10
Smp_182600.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_182620.1	38.96	7.20	192.17	84.24	136.28	114.15	119.98	106.54	129.77	24.82	138.81
Smp_182890.1	915.80	2613.41	1319.20	418.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_183080.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_183710.1	343.33	733.72	67.89	306.63	688.20	301.75	348.43	233.00	286.95	155.37	359.41
Smp_183870.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_184350.1	0.07	0.00	9.50	6.74	10.46	7.93	7.46	5.19	5.35	1.25	5.70
Smp_184350.2	0.00	0.05	0.03	0.02	0.04	0.04	0.04	0.00	0.00	0.02	0.07
Smp_184350.3	0.44	0.51	3.88	4.03	5.27	3.59	3.61	2.28	2.29	0.74	2.12
Smp_185180.1	0.15	1.49	3.27	0.85	0.40	0.11	0.10	0.85	0.29	0.21	0.34
Smp_185420.1	0.00	0.10	8.94	0.00	0.65	8.45	9.90	6.57	7.78	5.35	10.15
Smp_185460.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_185560.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_185680.1	3.54	0.64	0.00	0.28	1.15	0.00	0.37	0.13	0.00	0.00	0.00
Smp_185870.1	0.19	2.85	0.85	0.29	0.11	0.16	0.14	0.06	0.18	0.00	0.07
Smp_185930.1	0.87	1.23	4.58	1.54	3.08	0.69	0.23	0.42	0.29	0.00	0.38
Smp_186560.1	10.19	10.50	13.23	7.43	6.76	9.90	9.38	7.51	7.40	5.04	6.36
Smp_186670.1	64.04	156.03	59.92	56.29	103.71	21.02	14.31	21.09	14.34	19.27	11.88
Smp_186710.1	0.97	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_186920.1	4.21	8.85	1.95	2.15	0.00	0.33	0.83	0.51	0.52	0.29	0.40
Smp_186930.1	0.01	0.00	0.33	0.96	0.66	1.42	1.24	0.59	0.93	0.44	1.08
Smp_187090.1	0.03	0.06	0.26	0.41	1.78	1.39	1.47	1.02	1.26	0.28	0.97
Smp_187140.1	0.00	0.00	1.48	9.44	66.78	310.14	152.94	512.18	452.98	735.18	566.38
Smp_187190.1	1.65	0.77	0.74	3.29	5.90	5.91	6.03	3.17	2.89	2.55	1.67
Smp_187360.1	0.37	0.34	0.51	1.64	2.52	12.69	10.94	18.37	16.44	35.17	20.43
Smp_187410.1	3.67	2.06	0.06	0.00	0.00	1.46	2.02	0.76	0.89	0.06	0.29
Smp_187800.1	0.92	0.40	2.80	13.88	11.19	9.76	10.27	9.03	10.20	1.31	8.37
Smp_187800.2	0.00	0.00	0.00	0.00	0.77	0.79	0.00	0.00	0.00	0.00	0.00
Smp_187940.1	35.66	48.62	52.38	56.65	66.77	75.72	79.37	61.49	55.82	60.58	62.97
Smp_187940.2	2.96	5.85	2.29	6.50	10.00	9.90	9.11	9.88	11.29	4.15	7.23
